product_name,is_standard_number,standard_title,mandatory_or_voluntary,scheme_type,qco_reference,source_url,penalty_clause
‭Non-ferrous Metal Butt Hinges‬,IS 2404,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Malt Extract‬,IS 2546,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 11],IS 2557,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Annatto Colour For Food Products‬,IS 2692,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ferrules For Water Services‬,IS 274,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Shovels - Part 1 : General Purpose Shovels - Part Ii : Heat-treated Shovels‬,IS 2888,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Toilet Soap‬,IS 2932 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Decorative Applications‬,IS 3818,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Continuous (piano) Hinges‬,IS 4199,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Toilet Soap, Liquid‬",IS 4572,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Fibre Ropes Polyamide 3-, 4-, 8- And 12-strand Ropes‬",IS 4605,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Crepe Bandage‬,IS 4947,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Gas Cartridges for use in fire extinguishers‬,IS 5382,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Specification For Materials‬,IS 5410,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cement Paint‬,IS 5504,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Spiral Welded Pipes‬,IS 5676,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Moulded Solid Rubber Soles and Heels‬,IS 6047,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Scouring Products For Utensil Cleaning‬‭(*)‬,IS 612,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Roasted Chicory Powder‬,IS 6392,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel Pipe Flanges‬,IS 8025,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Monocrotophos, Technical‬",IS 916,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Square Tins For Solid Products‬,IS 9523,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Ductile iron fittings for pressure pipes for water, gas and sewage‬",IS 9665,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Propoxur Emulsifiable Concentrates‬,IS 9890,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭General Purpose Ball Valves‬,IS 1038,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Steel Doors, Windows and Ventilators‬",IS 1051,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pyrethrum Extracts‬,IS 10805,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭lines of agricultural pumping systems‬,IS 11501,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Engine monoset pumps for clear, cold, fresh water for agricultural purposes‬",IS 12785,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Irrigation Equipment - Strainer-type Filters‬,IS 12894,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pulverized Fuel Ash-lime Bricks‬,IS 13340 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safety Requirements -- Guide For Installation And Operation‬,IS 13585 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Rating Safety--requirements Guide For Installation And Operation‬,IS 14246,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Continuously Pre-painted Galvanized Steel Sheets And Coils‬,IS 1488,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Pesticides - 2, 4-d Sodium Salt, Technical‬",IS 15351,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles- Laminated High Density Polyethylene (HDPE) fabric for canal lining‬,IS 15450,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Water Supplies‬,IS 15652,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 12],IS 16018,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Wheeled Fire Extinguishers Performance And Construction‬,IS 1943,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles- A-twill Jute Bags‬,IS 2074,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Ready Mixed Paint, Air Drying, Red Oxide - Zinc Chrome, Priming‬",IS 2185 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Concrete masonry units - Part 1 Hollow and solid concrete blocks‬,IS 2418 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭IS 2418 (Part 2)‬ ‭Tubular fluorescent lamps for general lighting service - Part 2 Performance requirements‬,IS 2553 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safety Glass - Part 2 For road transport‬,IS 2802,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ice-cream and kulfi‬‭(*)‬,IS 3309,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Soluble coffee-chicory powder‬,IS 3419,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fittings for rigid non-metallic conduits‬,IS 3976,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Protective Rubber Canvas Boots For Miners‬,IS 4783,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Thiram Seed Dressing Formulations‬,IS 5244,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safe Deposit Locker Cabinets‬,IS 5872,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cold Rolled Steel Strips (box Strappings)‬,IS 636,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Non-percolating Flexible Fire Fighting Delivery Hose‬,IS 7058,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Table Wines‬,IS 7283,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Applications‬,IS 733,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Engineering Purposes)‬,IS 7538,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Applications‬,IS 7933,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Flexible Polyurethane Foam For Domestic Mattresses‬,IS 8448,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Automatic line voltage correctors (step type) for domestic use‬,IS 8472,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Centrifugal Regenerative Pumps For Clear, Cold Water‬",IS 8707,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Mancozeb, Technical‬",IS 8794,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cast Iron Detachable Joints for Use With Asbestos Cement Pressure Pipes‬,IS 884,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭First-aid Hose-reel For Fire Fighting‬,IS 8963,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Chlorpyrifos, Technical‬",IS 9281 (Part 3),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Explosive Atmospheres - Part 1 : Equipment Protection by Flameproof Enclosures ""d""‬",IS 1065 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stable Bleaching Powder - Part 2 For Water Treatment For Drinking Purposes‬,IS 11010,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ziram Colloidal Suspension‬,IS 11673 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sodium hypochlorite solution - Part 1 Household and industrial use‬‭(*)‬,IS 11785,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Captan (wettable Powder) Wp‬‭(*)‬,IS 12109,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭General Requirements For Light Duty Sewing Machine Heads For Industrial Use‬,IS 1285,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sections For General Engineering Purposes‬,IS 15354 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Single-use Rubber Examination Gloves‬,IS 1537,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Vertically Cast Iron Pressure Pipes For Water, Gas And Sewage‬",IS 15449 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Household Zig-zag Sewing Machine Head - Part 1 : General Requirements‬,IS 15489,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Paint, Plastic Emulsion‬",IS 15833,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 13],IS 15834,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stainless Steel Sliding Door Bolts For Use With Padlocks‬,IS 15911,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Structural Steel (ordinary quality)‬,IS 1610,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
